label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
ok,0.0,0.0,0.0,0.33123302459716797,-0.10066984593868256,0.0005729167023673654,0.5659465193748474,-0.2797792851924896,-0.017891502007842064,0.7388065457344055,-0.43144097924232483,-0.06587278097867966,0.8946026563644409,-0.6110955476760864,-0.10823114961385727,0.44394323229789734,-0.8118686079978943,0.09854123741388321,0.6341484785079956,-0.996145486831665,-0.022317813709378242,0.7697839736938477,-0.9070613384246826,-0.1280730664730072,0.8633259534835815,-0.7655138373374939,-0.1817869395017624,0.38374605774879456,-0.9229736924171448,0.029298575595021248,0.5457623600959778,-1.2486536502838135,-0.038335010409355164,0.7203106880187988,-1.377258539199829,-0.09759818017482758,0.8794154524803162,-1.4463005065917969,-0.13735853135585785,0.2917955219745636,-0.9451717734336853,-0.06778569519519806,0.384122371673584,-1.334816813468933,-0.13532190024852753,0.48287513852119446,-1.5752477645874023,-0.18174457550048828,0.5905645489692688,-1.7447878122329712,-0.21129116415977478,0.1923859566450119,-0.889909565448761,-0.1725541651248932,0.25392159819602966,-1.2063446044921875,-0.22644375264644623,0.30044063925743103,-1.435165286064148,-0.24524839222431183,0.35136985778808594,-1.6154987812042236,-0.25668367743492126
ok,0.0,0.0,0.0,0.3351041376590729,-0.09290789067745209,0.005242410581558943,0.5779048204421997,-0.2720443308353424,-0.012379873543977737,0.75390625,-0.4166052043437958,-0.05970784276723862,0.9164896011352539,-0.5890002250671387,-0.1018635705113411,0.46264979243278503,-0.8105568289756775,0.09562431275844574,0.656480610370636,-0.9956819415092468,-0.026238776743412018,0.7903384566307068,-0.9005199074745178,-0.13284696638584137,0.8847593665122986,-0.7535957098007202,-0.1876627802848816,0.40320301055908203,-0.9148073196411133,0.023557627573609352,0.5655069351196289,-1.248357892036438,-0.04479284957051277,0.7412205934524536,-1.3829841613769531,-0.10562347620725632,0.8992685079574585,-1.4503555297851562,-0.1470048427581787,0.3087503910064697,-0.9294882416725159,-0.07554522901773453,0.4048728346824646,-1.3265711069107056,-0.14471648633480072,0.507949948310852,-1.571175217628479,-0.19374223053455353,0.6178832054138184,-1.7397143840789795,-0.22546015679836273,0.2055184543132782,-0.866206169128418,-0.18131308257579803,0.26893383264541626,-1.1784040927886963,-0.23979398608207703,0.31618282198905945,-1.4103100299835205,-0.26260751485824585,0.3661839962005615,-1.593614935874939,-0.276725172996521
ok,0.0,0.0,0.0,0.3301984965801239,-0.1078689843416214,0.007267704699188471,0.5619188547134399,-0.30331018567085266,-0.014196494594216347,0.7390002012252808,-0.43952617049217224,-0.06456945091485977,0.9050261974334717,-0.6008384227752686,-0.10948757082223892,0.4452378451824188,-0.8336306214332581,0.0740252211689949,0.6467311382293701,-1.019487977027893,-0.055619966238737106,0.7854512929916382,-0.9044149518013,-0.1647724062204361,0.8819133043289185,-0.7441582679748535,-0.2207556813955307,0.38922175765037537,-0.9211426973342896,-0.0016206071013584733,0.5491765737533569,-1.261627435684204,-0.08203922212123871,0.730585515499115,-1.3897438049316406,-0.14655369520187378,0.8895199298858643,-1.44459867477417,-0.1888444423675537,0.2974020838737488,-0.9174864888191223,-0.10272615402936935,0.38811159133911133,-1.3243705034255981,-0.181868314743042,0.49723440408706665,-1.5713027715682983,-0.2346753031015396,0.6099814772605896,-1.737417459487915,-0.26723286509513855,0.20041759312152863,-0.8373899459838867,-0.20938484370708466,0.2649116516113281,-1.1523715257644653,-0.27494746446609497,0.3154568076133728,-1.3898922204971313,-0.30171114206314087,0.36628592014312744,-1.5746899843215942,-0.31808754801750183
ok,0.0,0.0,0.0,0.33034175634384155,-0.10301946103572845,0.00875274371355772,0.5746620893478394,-0.3079955577850342,-0.017751287668943405,0.7711779475212097,-0.41737911105155945,-0.07174458354711533,0.9464311599731445,-0.5286979675292969,-0.12097101658582687,0.507262110710144,-0.8299270868301392,0.05030198022723198,0.7313240766525269,-1.0095601081848145,-0.0923008993268013,0.8548995852470398,-0.8532320261001587,-0.2167721688747406,0.9370697140693665,-0.6583214402198792,-0.28509238362312317,0.4468056559562683,-0.8941811919212341,-0.028368916362524033,0.6350522637367249,-1.2334145307540894,-0.11186458170413971,0.8273292779922485,-1.3420116901397705,-0.17969533801078796,1.000048041343689,-1.3881865739822388,-0.22873039543628693,0.34668654203414917,-0.8626362085342407,-0.13156737387180328,0.4943907856941223,-1.2338958978652954,-0.21338774263858795,0.644277036190033,-1.4364553689956665,-0.26769882440567017,0.7878525853157043,-1.5724246501922607,-0.3047524392604828,0.24368402361869812,-0.7516610622406006,-0.24006269872188568,0.3429293632507324,-1.03517746925354,-0.31559157371520996,0.41271427273750305,-1.255289077758789,-0.3482667803764343,0.47734758257865906,-1.4350332021713257,-0.36957016587257385
ok,0.0,0.0,0.0,0.33945730328559875,-0.06097869575023651,-0.006543034687638283,0.605098307132721,-0.22974401712417603,-0.04398593306541443,0.8141507506370544,-0.31215015053749084,-0.10660485178232193,0.9996024370193481,-0.40910598635673523,-0.1640949696302414,0.5762648582458496,-0.7752581238746643,0.02466023527085781,0.8179619312286377,-0.9349467754364014,-0.12775918841362,0.9352979063987732,-0.7671896815299988,-0.2573999762535095,1.007146954536438,-0.5549125075340271,-0.3289278745651245,0.5133383870124817,-0.8567023873329163,-0.050446294248104095,0.7225947976112366,-1.1846988201141357,-0.14716500043869019,0.9274303317070007,-1.2721540927886963,-0.22673554718494415,1.1113204956054688,-1.2938932180404663,-0.2841244041919708,0.4037236273288727,-0.8399009108543396,-0.149823859333992,0.5623094439506531,-1.2087609767913818,-0.2438647449016571,0.7212545275688171,-1.3979270458221436,-0.31359195709228516,0.8747208714485168,-1.5200204849243164,-0.3617434501647949,0.2844473123550415,-0.7345872521400452,-0.25474634766578674,0.38515084981918335,-1.0088080167770386,-0.33855125308036804,0.45651450753211975,-1.2306526899337769,-0.3806089460849762,0.5215284824371338,-1.4111695289611816,-0.4098673164844513
ok,0.0,0.0,0.0,0.3420262038707733,-0.03874240815639496,-0.019261999055743217,0.6088660955429077,-0.17387938499450684,-0.058948814868927,0.8111429810523987,-0.2495867908000946,-0.12135499715805054,1.0081918239593506,-0.3466757833957672,-0.17731598019599915,0.575759768486023,-0.7509706020355225,0.02189815789461136,0.8199506998062134,-0.8962602019309998,-0.1344580203294754,0.9407949447631836,-0.7354147434234619,-0.2655554711818695,1.0186179876327515,-0.5355424880981445,-0.33277347683906555,0.5160643458366394,-0.8555256724357605,-0.04187300428748131,0.7360129356384277,-1.1665797233581543,-0.13300178945064545,0.9408246278762817,-1.2534655332565308,-0.20364323258399963,1.1291582584381104,-1.273862361907959,-0.25142812728881836,0.4085714817047119,-0.865659236907959,-0.13161411881446838,0.567582905292511,-1.2354950904846191,-0.2184535712003708,0.726850688457489,-1.4236829280853271,-0.27261579036712646,0.8870066404342651,-1.5281251668930054,-0.304395854473114,0.28193652629852295,-0.7933908104896545,-0.22897517681121826,0.3853954076766968,-1.094782829284668,-0.3021153509616852,0.46117928624153137,-1.331130027770996,-0.32932212948799133,0.5326973795890808,-1.5045440196990967,-0.34260931611061096
ok,0.0,0.0,0.0,0.3428618013858795,-0.029495880007743835,-0.02680894359946251,0.6188492774963379,-0.13816432654857635,-0.06906505674123764,0.8107783794403076,-0.22942541539669037,-0.13535918295383453,0.9988532662391663,-0.33694279193878174,-0.19697047770023346,0.601179301738739,-0.7194399237632751,0.03790905699133873,0.8195416331291199,-0.8670271635055542,-0.11165826767683029,0.9190143346786499,-0.717457115650177,-0.24391129612922668,0.9773988723754883,-0.5354945063591003,-0.31363168358802795,0.5220948457717896,-0.8525005578994751,-0.025686688721179962,0.7264273166656494,-1.148848056793213,-0.11071959882974625,0.9136759042739868,-1.2456730604171753,-0.18872012197971344,1.0881767272949219,-1.2933775186538696,-0.2448161095380783,0.3953603208065033,-0.897527277469635,-0.11657273769378662,0.5459190011024475,-1.2533984184265137,-0.19406165182590485,0.6890485882759094,-1.446118712425232,-0.24964573979377747,0.8392876386642456,-1.5707197189331055,-0.286841481924057,0.23857912421226501,-0.861907958984375,-0.21647650003433228,0.3289402723312378,-1.1746443510055542,-0.2758345901966095,0.4088239371776581,-1.394687533378601,-0.295729398727417,0.49631619453430176,-1.5666682720184326,-0.30835697054862976
ok,0.0,0.0,0.0,0.27896592020988464,-0.10615655034780502,-0.07108753174543381,0.5047003030776978,-0.3149457275867462,-0.12227356433868408,0.6503717303276062,-0.5155173540115356,-0.18299560248851776,0.7929300665855408,-0.6862072944641113,-0.23641912639141083,0.43846595287323,-0.8277162313461304,-0.012020358815789223,0.5831423997879028,-1.03093421459198,-0.13894248008728027,0.6861693263053894,-0.9650170803070068,-0.24024102091789246,0.7560880184173584,-0.8394778966903687,-0.2918274998664856,0.3127676546573639,-0.9487558603286743,-0.04515107348561287,0.41925758123397827,-1.296593189239502,-0.12597718834877014,0.555098295211792,-1.4365323781967163,-0.18488307297229767,0.6884443163871765,-1.5345869064331055,-0.22327344119548798,0.16664116084575653,-0.9651435613632202,-0.10407955944538116,0.22478505969047546,-1.3368496894836426,-0.18612103164196014,0.31095194816589355,-1.554603099822998,-0.23354960978031158,0.41105198860168457,-1.7268822193145752,-0.26150304079055786,0.00961855985224247,-0.894278347492218,-0.17324432730674744,0.013469762168824673,-1.1982744932174683,-0.23900362849235535,0.030299747362732887,-1.412443995475769,-0.2603285312652588,0.061144690960645676,-1.6059504747390747,-0.2708028256893158
ok,0.0,0.0,0.0,0.2649112939834595,-0.14064018428325653,-0.06399783492088318,0.4699971675872803,-0.4057294726371765,-0.1064135879278183,0.6058674454689026,-0.6320319771766663,-0.15951675176620483,0.7355527877807617,-0.8262400031089783,-0.20570257306098938,0.359402060508728,-0.876716136932373,-0.005498078186064959,0.48375195264816284,-1.1170896291732788,-0.13095545768737793,0.5959181189537048,-1.068892478942871,-0.23202036321163177,0.6826303601264954,-0.9531251788139343,-0.2839077115058899,0.22764891386032104,-0.9729663133621216,-0.03889324516057968,0.2989683747291565,-1.3230869770050049,-0.11924824118614197,0.42748910188674927,-1.4932156801223755,-0.18175269663333893,0.5576897859573364,-1.6262750625610352,-0.2234223484992981,0.08702042698860168,-0.9615299105644226,-0.09746228158473969,0.10175494849681854,-1.330565333366394,-0.17828458547592163,0.15850870311260223,-1.567335605621338,-0.23024313151836395,0.23772330582141876,-1.7641509771347046,-0.262315571308136,-0.05113375931978226,-0.8621639013290405,-0.16602182388305664,-0.07446695864200592,-1.1538498401641846,-0.23269222676753998,-0.08329961448907852,-1.368939995765686,-0.2588525116443634,-0.07551321387290955,-1.564969539642334,-0.2733994722366333
ok,0.0,0.0,0.0,0.23135733604431152,-0.25196573138237,-0.03431546688079834,0.36874231696128845,-0.5642732977867126,-0.07776480168104172,0.47078466415405273,-0.7890505790710449,-0.13645406067371368,0.5551530718803406,-1.0314199924468994,-0.1858406811952591,0.1445518583059311,-0.9701958298683167,-0.018267055973410606,0.244623064994812,-1.2393732070922852,-0.1505471169948578,0.3791590631008148,-1.1929422616958618,-0.24639244377613068,0.5095454454421997,-1.098639726638794,-0.2976791560649872,0.04315650463104248,-0.9962812066078186,-0.07457344979047775,0.03919672220945358,-1.355715036392212,-0.16877400875091553,0.14947620034217834,-1.5390455722808838,-0.22524753212928772,0.2848460376262665,-1.6710385084152222,-0.2629956007003784,-0.05569661408662796,-0.9106795787811279,-0.15362510085105896,-0.12002987414598465,-1.26211416721344,-0.24627994000911713,-0.09173495322465897,-1.4950354099273682,-0.28917396068573,-0.02357003465294838,-1.6829959154129028,-0.31560763716697693,-0.12275848537683487,-0.7496211528778076,-0.24049973487854004,-0.192119300365448,-1.0036470890045166,-0.33022555708885193,-0.2413366734981537,-1.2207273244857788,-0.3684694468975067,-0.2673737704753876,-1.4186006784439087,-0.39047616720199585
