label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
ok,0.0,0.0,0.0,0.28495925664901733,-0.12148391455411911,-0.06588371843099594,0.5202738642692566,-0.302957683801651,-0.11757708340883255,0.664117157459259,-0.4794759452342987,-0.18050642311573029,0.7613205313682556,-0.6773571968078613,-0.2348703145980835,0.38681286573410034,-0.8521472811698914,-0.03091222234070301,0.5462061762809753,-1.047763705253601,-0.17168384790420532,0.6587690114974976,-0.9764219522476196,-0.2872913181781769,0.7257537245750427,-0.8484504222869873,-0.34502971172332764,0.2564159333705902,-0.9639145731925964,-0.07155142724514008,0.34593772888183594,-1.3681455850601196,-0.1516760140657425,0.4425402283668518,-1.6222814321517944,-0.2246776521205902,0.510886549949646,-1.8442786931991577,-0.27534183859825134,0.11476137489080429,-0.9741427302360535,-0.13491331040859222,0.13327200710773468,-1.3747941255569458,-0.21898777782917023,0.16910645365715027,-1.6374412775039673,-0.278751015663147,0.20394659042358398,-1.863208532333374,-0.31278538703918457,-0.0357493981719017,-0.8913846015930176,-0.20701389014720917,-0.12226276844739914,-1.203080415725708,-0.28078094124794006,-0.16761474311351776,-1.4265494346618652,-0.3053830862045288,-0.19581358134746552,-1.63690984249115,-0.31319016218185425
ok,0.0,0.0,0.0,0.27835288643836975,-0.21406252682209015,0.029330678284168243,0.4757848381996155,-0.4480352997779846,-0.0006007273332215846,0.6499309539794922,-0.577186107635498,-0.06514779478311539,0.7844458818435669,-0.7269167900085449,-0.12267202138900757,0.30326998233795166,-0.9407017827033997,0.05203256011009216,0.5026596784591675,-1.121612548828125,-0.10400298237800598,0.6429704427719116,-0.9640355706214905,-0.22857718169689178,0.7403759360313416,-0.7702090740203857,-0.28835567831993103,0.2390517145395279,-0.9699540138244629,-0.045204516500234604,0.30872729420661926,-1.3882662057876587,-0.13204489648342133,0.40097400546073914,-1.6684305667877197,-0.20547497272491455,0.4694417715072632,-1.9031811952590942,-0.2575954496860504,0.1611674726009369,-0.8981411457061768,-0.16355891525745392,0.15265168249607086,-1.334815502166748,-0.2499355673789978,0.1590542495250702,-1.6297459602355957,-0.30158111453056335,0.164688840508461,-1.872446060180664,-0.33315175771713257,0.09440898150205612,-0.7598472833633423,-0.2846510708332062,0.0629245787858963,-1.0771812200546265,-0.3655005395412445,0.03769297152757645,-1.3257980346679688,-0.39222997426986694,0.015220949426293373,-1.5414013862609863,-0.40378910303115845
ok,0.0,0.0,0.0,0.2861896753311157,-0.21084865927696228,0.019556021317839622,0.4945399761199951,-0.44026869535446167,-0.015742432326078415,0.6749536991119385,-0.5612584352493286,-0.0843186154961586,0.8147656321525574,-0.7086827754974365,-0.14772433042526245,0.31615275144577026,-0.9351528882980347,0.03995417430996895,0.5181871056556702,-1.1054518222808838,-0.11595552414655685,0.6615657806396484,-0.9583381414413452,-0.241927370429039,0.7625182867050171,-0.7750179767608643,-0.30473968386650085,0.2488177865743637,-0.9669336080551147,-0.05593849718570709,0.31661278009414673,-1.3814256191253662,-0.1486005038022995,0.4135514795780182,-1.6672922372817993,-0.2290237843990326,0.4844593405723572,-1.9089607000350952,-0.2858427166938782,0.16563630104064941,-0.8931328654289246,-0.17244698107242584,0.1575167179107666,-1.325693130493164,-0.26371628046035767,0.17560844123363495,-1.619723916053772,-0.32218867540359497,0.1926889270544052,-1.8700222969055176,-0.3585437536239624,0.09344889223575592,-0.7450142502784729,-0.29181724786758423,0.036032650619745255,-1.0486751794815063,-0.3749611973762512,0.009031830355525017,-1.2904525995254517,-0.4031178057193756,-0.009867345914244652,-1.5052653551101685,-0.4161510467529297
ok,0.0,0.0,0.0,0.28794699907302856,-0.17284485697746277,-0.018968945369124413,0.5239442586898804,-0.3801696002483368,-0.0680130273103714,0.7028279304504395,-0.5072193145751953,-0.14183899760246277,0.8237932324409485,-0.6649778485298157,-0.21056753396987915,0.365986704826355,-0.900134265422821,-0.007576735224574804,0.5596320033073425,-1.0440601110458374,-0.16044872999191284,0.6972804069519043,-0.9161109924316406,-0.2798503339290619,0.7816562652587891,-0.753168523311615,-0.33721432089805603,0.26922285556793213,-0.9594137668609619,-0.08393025398254395,0.3440124988555908,-1.3718255758285522,-0.16904453933238983,0.43478330969810486,-1.652544617652893,-0.24032585322856903,0.4976174235343933,-1.9075380563735962,-0.29020169377326965,0.1519099771976471,-0.9127483367919922,-0.1808573454618454,0.14779017865657806,-1.3299939632415771,-0.26745688915252686,0.17511820793151855,-1.6203681230545044,-0.3216305077075958,0.20142392814159393,-1.8750596046447754,-0.35322999954223633,0.03526478633284569,-0.7831752300262451,-0.2836390435695648,-0.06531570106744766,-1.0946290493011475,-0.3634270131587982,-0.11490438133478165,-1.3393274545669556,-0.3857490122318268,-0.14972427487373352,-1.5626811981201172,-0.39236631989479065
ok,0.0,0.0,0.0,0.27977168560028076,-0.1093769371509552,-0.07941252738237381,0.5182968974113464,-0.27647605538368225,-0.1500401496887207,0.6821798086166382,-0.42450273036956787,-0.231578066945076,0.8185509443283081,-0.5764184594154358,-0.30441099405288696,0.4058102071285248,-0.8425461649894714,-0.06512048095464706,0.6049700975418091,-1.0055009126663208,-0.24259135127067566,0.719890296459198,-0.8683381080627441,-0.3832398056983948,0.7794238924980164,-0.7036709189414978,-0.4518982172012329,0.2794401943683624,-0.95375657081604,-0.11073178052902222,0.3905695974826813,-1.3651403188705444,-0.2150963395833969,0.5012465119361877,-1.6249858140945435,-0.3028925061225891,0.5782226920127869,-1.8626453876495361,-0.362298846244812,0.1317993402481079,-0.9550730586051941,-0.18145222961902618,0.16078922152519226,-1.3711740970611572,-0.28944122791290283,0.20080064237117767,-1.6546821594238281,-0.3680136203765869,0.23768176138401031,-1.9076390266418457,-0.4116387367248535,-0.026385080069303513,-0.8603885173797607,-0.2605474591255188,-0.11806343495845795,-1.185611367225647,-0.34972083568573,-0.17023995518684387,-1.4222675561904907,-0.3828251361846924,-0.2044030725955963,-1.6495521068572998,-0.39566272497177124
ok,0.0,0.0,0.0,0.2746952474117279,-0.07084234058856964,-0.092246413230896,0.5112871527671814,-0.19783833622932434,-0.16639567911624908,0.6659771800041199,-0.33704906702041626,-0.24888364970684052,0.7936503887176514,-0.49310797452926636,-0.3224768340587616,0.47745582461357117,-0.7897762060165405,-0.07421912997961044,0.6676154732704163,-0.9716954231262207,-0.25601130723953247,0.7538126111030579,-0.8253403306007385,-0.4013119041919708,0.7847752571105957,-0.6489097476005554,-0.4722141921520233,0.34384995698928833,-0.9322054982185364,-0.11296030879020691,0.4855858385562897,-1.329303503036499,-0.21799492835998535,0.6038559675216675,-1.5801509618759155,-0.3104313313961029,0.6918673515319824,-1.8147298097610474,-0.37475359439849854,0.17682012915611267,-0.9628269672393799,-0.1784808337688446,0.2568897008895874,-1.3744393587112427,-0.287947416305542,0.31435608863830566,-1.647485613822937,-0.37390750646591187,0.3705461323261261,-1.8862240314483643,-0.42428669333457947,-0.011446144431829453,-0.8949586153030396,-0.2530328333377838,-0.06949751824140549,-1.228444218635559,-0.34384429454803467,-0.10482851415872574,-1.4650171995162964,-0.38191109895706177,-0.11957879364490509,-1.6883429288864136,-0.3993539810180664
ok,0.0,0.0,0.0,0.2836759686470032,-0.057625383138656616,-0.09867406636476517,0.514245331287384,-0.16672885417938232,-0.17787913978099823,0.6676759123802185,-0.29928746819496155,-0.2661355137825012,0.7884281277656555,-0.4735739827156067,-0.3448980748653412,0.49755027890205383,-0.7793667316436768,-0.06639163196086884,0.6994336843490601,-0.963591456413269,-0.2530355751514435,0.7727704048156738,-0.8182240128517151,-0.40434011816978455,0.7878119945526123,-0.6402748823165894,-0.47719937562942505,0.3650817573070526,-0.9253425598144531,-0.10225730389356613,0.5306879878044128,-1.3272019624710083,-0.20616617798805237,0.6540852785110474,-1.568285346031189,-0.30194544792175293,0.751244306564331,-1.7919337749481201,-0.3684837222099304,0.20084422826766968,-0.9638375043869019,-0.16608940064907074,0.3059866726398468,-1.3715054988861084,-0.2660997211933136,0.3819897770881653,-1.630615234375,-0.3416683077812195,0.45636531710624695,-1.8569469451904297,-0.3862021267414093,0.012893136590719223,-0.9048510193824768,-0.24132703244686127,0.01815507560968399,-1.2436134815216064,-0.3171258568763733,0.03152666985988617,-1.4794068336486816,-0.34192779660224915,0.05900033563375473,-1.7009409666061401,-0.3514251112937927
ok,0.0,0.0,0.0,0.3337565064430237,-0.2161932736635208,0.05369345098733902,0.5587663054466248,-0.45192059874534607,0.043127529323101044,0.7483441233634949,-0.5731344819068909,-0.00021680138888768852,0.8621571063995361,-0.7077716588973999,-0.03988533839583397,0.3495488166809082,-0.9671928286552429,0.06241496279835701,0.5823354125022888,-1.1798382997512817,-0.0834137499332428,0.7317525148391724,-1.0420019626617432,-0.20952412486076355,0.8230642080307007,-0.8481088876724243,-0.2766624391078949,0.2792065739631653,-0.9592053294181824,-0.04437132924795151,0.44037577509880066,-1.3828535079956055,-0.1386379599571228,0.5754168033599854,-1.6491210460662842,-0.23318950831890106,0.6671048998832703,-1.8685526847839355,-0.3019988238811493,0.21054472029209137,-0.8524702191352844,-0.16567295789718628,0.3539296090602875,-1.2667081356048584,-0.2551846504211426,0.44419926404953003,-1.526674747467041,-0.3168068528175354,0.5051531791687012,-1.750342607498169,-0.3586120307445526,0.16109344363212585,-0.6884205937385559,-0.2862761318683624,0.2648351192474365,-0.9593116044998169,-0.37064775824546814,0.332412987947464,-1.1712143421173096,-0.40167099237442017,0.39338839054107666,-1.3713043928146362,-0.4194371998310089
ok,0.0,0.0,0.0,0.3760739266872406,-0.2531098425388336,0.06741715967655182,0.5827579498291016,-0.49659740924835205,0.036092519760131836,0.772429883480072,-0.6044992208480835,-0.033810995519161224,0.9204242825508118,-0.7089802026748657,-0.10564900934696198,0.2854592502117157,-0.9937021732330322,0.026088545098900795,0.5560029149055481,-1.2253295183181763,-0.12885887920856476,0.724870502948761,-1.1298431158065796,-0.2651010751724243,0.8324601650238037,-0.97883141040802,-0.347368448972702,0.2041904181241989,-0.9734293818473816,-0.10364097356796265,0.437621146440506,-1.3741161823272705,-0.20667308568954468,0.582963764667511,-1.5961130857467651,-0.31877148151397705,0.6937735080718994,-1.7865077257156372,-0.41086456179618835,0.16073830425739288,-0.8362947702407837,-0.2428654134273529,0.40951722860336304,-1.2045830488204956,-0.34335803985595703,0.5680198073387146,-1.4150211811065674,-0.4327807128429413,0.6855816841125488,-1.595340609550476,-0.5039204955101013,0.1699172854423523,-0.6263482570648193,-0.37836503982543945,0.3580649197101593,-0.8685945868492126,-0.4609258770942688,0.48353222012519836,-1.0510480403900146,-0.5070302486419678,0.5951820611953735,-1.2194976806640625,-0.548940122127533
ok,0.0,0.0,0.0,0.29874908924102783,-0.23352643847465515,0.027852250263094902,0.5134613513946533,-0.4908646047115326,0.001790419570170343,0.6998479962348938,-0.628794252872467,-0.05769887566566467,0.8519565463066101,-0.769619882106781,-0.11109164357185364,0.322626531124115,-0.9436385035514832,0.06402461230754852,0.5176771283149719,-1.2201509475708008,-0.08674827218055725,0.6662984490394592,-1.0810415744781494,-0.21823066473007202,0.7748923301696777,-0.8843717575073242,-0.2863043546676636,0.27567288279533386,-0.9608808159828186,-0.02669067494571209,0.3830874562263489,-1.3623600006103516,-0.11521603912115097,0.5200050473213196,-1.623274803161621,-0.20726148784160614,0.6282574534416199,-1.8356401920318604,-0.2748788893222809,0.21386107802391052,-0.8832674622535706,-0.13779684901237488,0.2713043689727783,-1.3088369369506836,-0.21631552278995514,0.3310104012489319,-1.5804775953292847,-0.2771998941898346,0.37640881538391113,-1.8056272268295288,-0.31950581073760986,0.16039308905601501,-0.7422648668289185,-0.25239935517311096,0.1766161024570465,-1.0279340744018555,-0.32103443145751953,0.17213593423366547,-1.255142092704773,-0.34619760513305664,0.1576799899339676,-1.4610223770141602,-0.3602408170700073
